Wind speed,Linear,Nonlinear,IMF1+IMF2,Linear_Subseries,Nonlinear(t-1),Nonlinear(t-2),Nonlinear(t-3),Nonlinear(t-4),Linear_Pred,Nonlinear_Pred,y(t-1),y(t-2),y(t-3),y(t-4),Linear_Subseries_Pred
8.34,8.552,-0.212,-0.004,8.343,0.264,-0.216,0.002,0.218,8.488,-0.101,8.582,7.774,7.72,7.94,8.334
9.08,8.781,0.303,0.605,8.478,-0.212,0.264,-0.216,0.002,8.663,0.126,8.339,8.582,7.774,7.72,8.477
8.68,8.961,-0.286,0.043,8.632,0.303,-0.212,0.264,-0.216,9.087,-0.298,9.084,8.339,8.582,7.774,8.627
9.15,9.069,0.081,0.361,8.789,-0.286,0.303,-0.212,0.264,8.94,0.092,8.675,9.084,8.339,8.582,8.795
9.19,8.93,0.262,0.276,8.916,0.081,-0.286,0.303,-0.212,9.168,0.129,9.151,8.675,9.084,8.339,8.938
8.26,8.571,-0.31,-0.712,8.972,0.262,0.081,-0.286,0.303,8.534,-0.33,9.192,9.151,8.675,9.084,8.984
8.49,8.393,0.096,-0.439,8.929,-0.31,0.262,0.081,-0.286,8.299,0.072,8.26,9.192,9.151,8.675,8.943
8.79,8.628,0.161,-0.002,8.791,0.096,-0.31,0.262,0.081,8.607,0.097,8.49,8.26,9.192,9.151,8.782
8.96,9.043,-0.087,0.379,8.578,0.161,0.096,-0.31,0.262,9.012,-0.161,8.789,8.49,8.26,9.192,8.589
9.1,9.155,-0.059,0.777,8.318,-0.087,0.161,0.096,-0.31,9.226,-0.115,8.956,8.789,8.49,8.26,8.323
8.73,8.669,0.057,0.685,8.041,-0.059,-0.087,0.161,0.096,8.887,0.065,9.096,8.956,8.789,8.49,8.051
8.11,7.843,0.269,0.34,7.772,0.057,-0.059,-0.087,0.161,7.926,0.066,8.726,9.096,8.956,8.789,7.778
6.86,7.236,-0.379,-0.678,7.535,0.269,0.057,-0.059,-0.087,7.271,-0.408,8.112,8.726,9.096,8.956,7.531
7.28,7.159,0.12,-0.069,7.349,-0.379,0.269,0.057,-0.059,7.124,0.122,6.857,8.112,8.726,9.096,7.347
7.53,7.253,0.281,0.321,7.213,0.12,-0.379,0.269,0.057,7.39,0.175,7.28,6.857,8.112,8.726,7.22
6.95,7.202,-0.256,-0.175,7.12,0.281,0.12,-0.379,0.269,7.061,-0.32,7.534,7.28,6.857,8.112,7.12
7.09,7.131,-0.045,0.028,7.057,-0.256,0.281,0.12,-0.379,7.119,-0.054,6.946,7.534,7.28,6.857,7.065
7.41,7.141,0.266,0.399,7.008,-0.045,-0.256,0.281,0.12,7.229,0.197,7.086,6.946,7.534,7.28,7.009
6.93,7.134,-0.199,-0.023,6.958,0.266,-0.045,-0.256,0.281,7.127,-0.148,7.407,7.086,6.946,7.534,6.959
7.15,7.004,0.147,0.247,6.904,-0.199,0.266,-0.045,-0.256,7.027,0.011,6.934,7.407,7.086,6.946,6.896
6.57,6.755,-0.183,-0.277,6.849,0.147,-0.199,0.266,-0.045,6.856,-0.131,7.151,6.934,7.407,7.086,6.851
6.76,6.559,0.2,-0.034,6.793,-0.183,0.147,-0.199,0.266,6.5,0.177,6.572,7.151,6.934,7.407,6.794
6.41,6.489,-0.074,-0.324,6.739,0.2,-0.183,0.147,-0.199,6.554,-0.075,6.76,6.572,7.151,6.934,6.742
6.52,6.619,-0.096,-0.164,6.687,-0.074,0.2,-0.183,0.147,6.467,-0.061,6.415,6.76,6.572,7.151,6.687
7.06,6.869,0.194,0.418,6.645,-0.096,-0.074,0.2,-0.183,6.897,0.146,6.523,6.415,6.76,6.572,6.638
6.69,6.924,-0.231,0.072,6.621,0.194,-0.096,-0.074,0.2,7.02,-0.111,7.063,6.523,6.415,6.76,6.619
6.81,6.638,0.171,0.189,6.62,-0.231,0.194,-0.096,-0.074,6.678,0.175,6.693,7.063,6.523,6.415,6.617
6.1,6.193,-0.097,-0.543,6.639,0.171,-0.231,0.194,-0.096,6.264,-0.027,6.809,6.693,7.063,6.523,6.645
6.14,6.103,0.039,-0.531,6.674,-0.097,0.171,-0.231,0.194,5.925,0.058,6.096,6.809,6.693,7.063,6.669
6.43,6.575,-0.145,-0.298,6.729,0.039,-0.097,0.171,-0.231,6.503,0.018,6.143,6.096,6.809,6.693,6.719
7.54,7.291,0.248,0.729,6.809,-0.145,0.039,-0.097,0.171,7.167,0.224,6.43,6.143,6.096,6.809,6.805
7.36,7.622,-0.259,0.446,6.917,0.248,-0.145,0.039,-0.097,7.741,-0.135,7.538,6.43,6.143,6.096,6.909
7.46,7.385,0.076,0.408,7.053,-0.259,0.248,-0.145,0.039,7.375,0.143,7.363,7.538,6.43,6.143,7.05
7.03,6.958,0.074,-0.173,7.205,0.076,-0.259,0.248,-0.145,7.037,0.127,7.461,7.363,7.538,6.43,7.209
6.87,6.784,0.091,-0.484,7.359,0.074,0.076,-0.259,0.248,6.767,-0.039,7.032,7.461,7.363,7.538,7.357
6.35,6.798,-0.453,-1.156,7.501,0.091,0.074,0.076,-0.259,6.913,-0.242,6.875,7.032,7.461,7.363,7.502
7.19,6.717,0.468,-0.433,7.618,-0.453,0.091,0.074,0.076,6.686,0.475,6.345,6.875,7.032,7.461,7.618
6.64,6.64,-0.004,-1.067,7.702,0.468,-0.453,0.091,0.074,6.533,-0.07,7.185,6.345,6.875,7.032,7.703
6.93,7.189,-0.262,-0.82,7.747,-0.004,0.468,-0.453,0.091,6.778,-0.327,6.635,7.185,6.345,6.875,7.755
8.33,8.355,-0.021,0.586,7.747,-0.262,-0.004,0.468,-0.453,8.351,0.102,6.927,6.635,7.185,6.345,7.755
9.53,9.088,0.445,1.838,7.695,-0.021,-0.262,-0.004,0.468,9.245,0.345,8.334,6.927,6.635,7.185,7.704
8.43,8.636,-0.21,0.84,7.586,0.445,-0.021,-0.262,-0.004,8.762,-0.374,9.533,8.334,6.927,6.635,7.596
7.49,7.763,-0.269,0.077,7.418,-0.21,0.445,-0.021,-0.262,7.629,-0.293,8.426,9.533,8.334,6.927,7.424
8.01,7.572,0.438,0.803,7.207,-0.269,-0.21,0.445,-0.021,7.654,0.346,7.494,8.426,9.533,8.334,7.202
7.94,7.984,-0.039,0.969,6.976,0.438,-0.269,-0.21,0.445,8.037,-0.193,8.01,7.494,8.426,9.533,6.983
7.73,8.031,-0.303,0.982,6.746,-0.039,0.438,-0.269,-0.21,8.166,-0.315,7.945,8.01,7.494,8.426,6.746
7.46,7.228,0.234,0.923,6.539,-0.303,-0.039,0.438,-0.269,7.406,0.198,7.728,7.945,8.01,7.494,6.539
6.42,6.11,0.31,0.043,6.377,0.234,-0.303,-0.039,0.438,6.239,0.053,7.462,7.728,7.945,8.01,6.371
4.75,5.538,-0.789,-1.533,6.282,0.31,0.234,-0.303,-0.039,5.492,-0.537,6.42,7.462,7.728,7.945,6.27
6.26,5.623,0.641,-0.01,6.275,-0.789,0.31,0.234,-0.303,5.696,0.581,4.748,6.42,7.462,7.728,6.26
5.5,5.625,-0.124,-0.874,6.375,0.641,-0.789,0.31,0.234,5.788,-0.084,6.264,4.748,6.42,7.462,6.358
5.27,5.486,-0.214,-1.315,6.587,-0.124,0.641,-0.789,0.31,5.112,-0.167,5.501,6.264,4.748,6.42,6.578
5.7,5.698,0.004,-1.19,6.892,-0.214,-0.124,0.641,-0.789,5.701,0.158,5.272,5.501,6.264,4.748,6.89
6.58,6.498,0.081,-0.671,7.25,0.004,-0.214,-0.124,0.641,6.269,0.269,5.702,5.272,5.501,6.264,7.254
7.68,7.58,0.098,0.065,7.614,0.081,0.004,-0.214,-0.124,7.359,0.096,6.579,5.702,5.272,5.501,7.609
7.9,8.35,-0.454,-0.041,7.937,0.098,0.081,0.004,-0.214,8.354,-0.208,7.678,6.579,5.702,5.272,7.942
8.96,8.555,0.41,0.791,8.174,-0.454,0.098,0.081,0.004,8.551,0.479,7.896,7.678,6.579,5.702,8.186
8.08,8.263,-0.18,-0.206,8.289,0.41,-0.454,0.098,0.081,8.427,0.013,8.965,7.896,7.678,6.579,8.3
7.8,7.917,-0.117,-0.496,8.295,-0.18,0.41,-0.454,0.098,7.851,0.043,8.083,8.965,7.896,7.678,8.28
7.98,7.873,0.106,-0.237,8.215,-0.117,-0.18,0.41,-0.454,7.9,0.229,7.8,8.083,8.965,7.896,8.23
8.16,8.149,0.007,0.068,8.088,0.106,-0.117,-0.18,0.41,8.049,0.103,7.978,7.8,8.083,8.965,8.077
8.25,8.431,-0.183,0.235,8.014,0.007,0.106,-0.117,-0.18,8.465,0.006,8.155,7.978,7.8,8.083,7.959
8.5,8.352,0.143,0.415,8.081,-0.183,0.007,0.106,-0.117,8.451,0.222,8.249,8.155,7.978,7.8,8.077
7.96,8.056,-0.094,-0.296,8.258,0.143,-0.183,0.007,0.106,7.98,0.061,8.496,8.249,8.155,7.978,8.316
8.35,8.114,0.238,-0.109,8.461,-0.094,0.143,-0.183,0.007,7.949,0.107,7.962,8.496,8.249,8.155,8.477
8.14,8.66,-0.524,-0.464,8.599,0.238,-0.094,0.143,-0.183,8.663,-0.284,8.352,7.962,8.496,8.249,8.62
9.6,9.184,0.415,1.019,8.58,-0.524,0.238,-0.094,0.143,9.16,0.481,8.135,8.352,7.962,8.496,8.602
8.98,8.86,0.122,0.642,8.34,0.415,-0.524,0.238,-0.094,9.245,0.035,9.599,8.135,8.352,7.962,8.363
7.28,7.875,-0.59,-0.632,7.917,0.122,0.415,-0.524,0.238,7.783,-0.409,8.982,9.599,8.135,8.352,7.883
7.52,7.001,0.52,0.147,7.374,-0.59,0.122,0.415,-0.524,7.253,0.477,7.285,8.982,9.599,8.135,7.403
6.22,6.351,-0.135,-0.562,6.777,0.52,-0.59,0.122,0.415,6.667,-0.139,7.521,7.285,8.982,9.599,6.784
5.5,5.699,-0.198,-0.681,6.182,-0.135,0.52,-0.59,0.122,5.676,-0.087,6.215,7.521,7.285,8.982,6.202
5.11,4.977,0.13,-0.503,5.609,-0.198,-0.135,0.52,-0.59,5.134,0.21,5.501,6.215,7.521,7.285,5.628
4.65,4.527,0.123,-0.418,5.068,0.13,-0.198,-0.135,0.52,4.459,0.108,5.107,5.501,6.215,7.521,5.06
4.37,4.641,-0.267,-0.192,4.567,0.123,0.13,-0.198,-0.135,4.527,-0.149,4.65,5.107,5.501,6.215,4.577
4.83,4.881,-0.047,0.72,4.113,-0.267,0.123,0.13,-0.198,5.073,0.16,4.374,4.65,5.107,5.501,4.114
4.91,4.459,0.449,1.194,3.713,-0.047,-0.267,0.123,0.13,4.71,0.374,4.833,4.374,4.65,5.107,3.718
2.89,3.337,-0.449,-0.476,3.364,0.449,-0.047,-0.267,0.123,3.43,-0.369,4.907,4.833,4.374,4.65,3.372
2.39,2.42,-0.033,-0.675,3.062,-0.449,0.449,-0.047,-0.267,2.401,0.1,2.888,4.907,4.833,4.374,3.062
2.48,2.113,0.364,-0.324,2.801,-0.033,-0.449,0.449,-0.047,2.367,0.381,2.387,2.888,4.907,4.833,2.795
1.77,2.15,-0.376,-0.807,2.581,0.364,-0.033,-0.449,0.449,1.989,-0.196,2.477,2.387,2.888,4.907,2.571
2.48,2.361,0.124,0.067,2.417,-0.376,0.364,-0.033,-0.449,2.176,0.17,1.774,2.477,2.387,2.888,2.4
2.76,2.63,0.134,0.442,2.322,0.124,-0.376,0.364,-0.033,2.721,0.097,2.485,1.774,2.477,2.387,2.318
2.51,2.901,-0.394,0.199,2.308,0.134,0.124,-0.376,0.364,2.76,-0.131,2.765,2.485,1.774,2.477,2.295
3.44,3.022,0.42,1.057,2.384,-0.394,0.134,0.124,-0.376,3.096,0.398,2.507,2.765,2.485,1.774,2.368
2.48,2.734,-0.249,-0.073,2.558,0.42,-0.394,0.134,0.124,2.964,-0.151,3.442,2.507,2.765,2.485,2.542
2.44,2.405,0.032,-0.377,2.814,-0.249,0.42,-0.394,0.134,2.132,0.062,2.485,3.442,2.507,2.765,2.812
2.36,2.459,-0.099,-0.771,3.13,0.032,-0.249,0.42,-0.394,2.548,0.082,2.437,2.485,3.442,2.507,3.115
3.02,2.897,0.124,-0.464,3.485,-0.099,0.032,-0.249,0.42,2.777,0.241,2.359,2.437,2.485,3.442,3.477
3.4,3.382,0.013,-0.463,3.858,0.124,-0.099,0.032,-0.249,3.293,0.034,3.021,2.359,2.437,2.485,3.85
3.41,3.867,-0.454,-0.816,4.23,0.013,0.124,-0.099,0.032,3.62,-0.119,3.395,3.021,2.359,2.437,4.222
5.16,4.586,0.574,0.572,4.588,-0.454,0.013,0.124,-0.099,4.425,0.602,3.414,3.395,3.021,2.359,4.578
5.16,5.401,-0.239,0.236,4.925,0.574,-0.454,0.013,0.124,5.368,-0.17,5.16,3.414,3.395,3.021,4.92
5.41,5.968,-0.553,0.183,5.232,-0.239,0.574,-0.454,0.013,5.869,-0.112,5.161,5.16,3.414,3.395,5.23
6.78,5.843,0.936,1.278,5.501,-0.553,-0.239,0.574,-0.454,6.159,0.834,5.415,5.161,5.16,3.414,5.5
4.44,5.145,-0.708,-1.298,5.735,0.936,-0.553,-0.239,0.574,5.161,-0.608,6.779,5.415,5.161,5.16,5.728
5.01,4.903,0.111,-0.924,5.937,-0.708,0.936,-0.553,-0.239,4.562,0.085,4.437,6.779,5.415,5.161,5.936
5.27,5.29,-0.016,-0.84,6.114,0.111,-0.708,0.936,-0.553,5.635,0.254,5.014,4.437,6.779,5.415,6.112
5.92,5.788,0.128,-0.356,6.272,-0.016,0.111,-0.708,0.936,5.496,0.134,5.274,5.014,4.437,6.779,6.27
5.86,5.924,-0.065,-0.549,6.407,0.128,-0.016,0.111,-0.708,5.985,-0.058,5.916,5.274,5.014,4.437,6.416
5.65,5.894,-0.243,-0.864,6.515,-0.065,0.128,-0.016,0.111,5.784,-0.109,5.858,5.916,5.274,5.014,6.516
6.35,6.105,0.244,-0.238,6.588,-0.243,-0.065,0.128,-0.016,6.07,0.383,5.651,5.858,5.916,5.274,6.593
6.64,6.593,0.044,0.016,6.62,0.244,-0.243,-0.065,0.128,6.469,0.07,6.35,5.651,5.858,5.916,6.624
7.01,7.172,-0.162,0.405,6.605,0.044,0.244,-0.243,-0.065,7.057,-0.192,6.636,6.35,5.651,5.858,6.612
7.56,7.501,0.058,1.022,6.537,-0.162,0.044,0.244,-0.243,7.579,0.027,7.01,6.636,6.35,5.651,6.547
7.4,7.323,0.081,0.99,6.414,0.058,-0.162,0.044,0.244,7.451,0.079,7.559,7.01,6.636,6.35,6.421
6.8,6.67,0.131,0.547,6.254,0.081,0.058,-0.162,0.044,6.846,-0.054,7.404,7.559,7.01,6.636,6.247
5.83,6.013,-0.188,-0.254,6.079,0.131,0.081,0.058,-0.162,5.998,-0.328,6.801,7.404,7.559,7.01,6.083
6.08,5.975,0.105,0.167,5.913,-0.188,0.131,0.081,0.058,5.815,-0.006,5.825,6.801,7.404,7.559,5.912
6.58,6.421,0.161,0.804,5.779,0.105,-0.188,0.131,0.081,6.515,0.011,6.08,5.825,6.801,7.404,5.776
6.64,6.713,-0.07,0.945,5.698,0.161,0.105,-0.188,0.131,6.674,-0.259,6.582,6.08,5.825,6.801,5.691
6.35,6.401,-0.055,0.652,5.694,-0.07,0.161,0.105,-0.188,6.565,-0.189,6.643,6.582,6.08,5.825,5.681
6.04,5.82,0.222,0.254,5.789,-0.055,-0.07,0.161,0.105,5.781,0.027,6.345,6.643,6.582,6.08,5.772
5.76,5.647,0.11,-0.24,5.998,0.222,-0.055,-0.07,0.161,5.595,-0.214,6.043,6.345,6.643,6.582,5.983
5.69,6.091,-0.397,-0.594,6.289,0.11,0.222,-0.055,-0.07,5.977,-0.445,5.758,6.043,6.345,6.643,6.308
7.07,6.638,0.431,0.496,6.573,-0.397,0.11,0.222,-0.055,6.675,0.247,5.694,5.758,6.043,6.345,6.608
6.64,6.725,-0.084,-0.107,6.749,0.431,-0.397,0.11,0.222,6.73,-0.174,7.069,5.694,5.758,6.043,6.771
6.69,6.612,0.079,-0.038,6.728,-0.084,0.431,-0.397,0.11,6.432,-0.204,6.642,7.069,5.694,5.758,6.756
6.36,6.623,-0.26,-0.15,6.513,0.079,-0.084,0.431,-0.397,6.809,-0.275,6.69,6.642,7.069,5.694,6.476
6.83,6.647,0.181,0.538,6.289,-0.26,0.079,-0.084,0.431,6.673,0.244,6.363,6.69,6.642,7.069,6.17
6.72,6.358,0.359,0.473,6.243,0.181,-0.26,0.079,-0.084,6.483,0.117,6.827,6.363,6.69,6.642,6.246
5.42,6.074,-0.658,-0.979,6.394,0.359,0.181,-0.26,0.079,5.854,-0.603,6.716,6.827,6.363,6.69,6.464
6.95,6.569,0.384,0.25,6.703,-0.658,0.359,0.181,-0.26,6.269,0.344,5.415,6.716,6.827,6.363,6.693
7.42,7.542,-0.119,0.369,7.055,0.384,-0.658,0.359,0.181,7.714,0.099,6.953,5.415,6.716,6.827,7.111
8.38,8.155,0.227,1.065,7.316,-0.119,0.384,-0.658,0.359,7.962,0.073,7.424,6.953,5.415,6.716,7.307
7.49,7.896,-0.403,0.108,7.385,0.227,-0.119,0.384,-0.658,8.15,-0.32,8.381,7.424,6.953,5.415,7.406
7.38,7.146,0.235,0.097,7.284,-0.403,0.227,-0.119,0.384,7.197,0.27,7.493,8.381,7.424,6.953,7.228
6.24,6.287,-0.043,-0.819,7.064,0.235,-0.403,0.227,-0.119,6.676,0.134,7.38,7.493,8.381,7.424,7.098
5.49,5.54,-0.047,-1.285,6.779,-0.043,0.235,-0.403,0.227,5.511,0.03,6.245,7.38,7.493,8.381,6.793
5.12,5.162,-0.038,-1.356,6.481,-0.047,-0.043,0.235,-0.403,5.14,0.05,5.493,6.245,7.38,7.493,6.491
5.29,5.281,0.004,-0.93,6.215,-0.038,-0.047,-0.043,0.235,5.193,0.126,5.124,5.493,6.245,7.38,6.199
5.54,5.634,-0.094,-0.458,5.998,0.004,-0.038,-0.047,-0.043,5.64,0.135,5.285,5.124,5.493,6.245,5.994
6.02,5.809,0.206,0.182,5.834,-0.094,0.004,-0.038,-0.047,5.778,0.211,5.54,5.285,5.124,5.493,5.839
5.6,5.845,-0.248,-0.13,5.727,0.206,-0.094,0.004,-0.038,5.729,-0.137,6.016,5.54,5.285,5.124,5.724
6.28,6.138,0.139,0.597,5.68,-0.248,0.206,-0.094,0.004,5.991,0.155,5.597,6.016,5.54,5.285,5.68
6.49,6.576,-0.082,0.796,5.698,0.139,-0.248,0.206,-0.094,6.713,0.037,6.277,5.597,6.016,5.54,5.691
6.79,6.774,0.013,1.007,5.779,-0.082,0.139,-0.248,0.206,6.689,0.101,6.493,6.277,5.597,6.016,5.774
6.76,6.533,0.231,0.856,5.908,0.013,-0.082,0.139,-0.248,6.68,0.072,6.787,6.493,6.277,5.597,5.906
5.72,6.138,-0.413,-0.34,6.065,0.231,0.013,-0.082,0.139,6.123,-0.322,6.764,6.787,6.493,6.277,6.056
6.24,5.944,0.294,0.01,6.228,-0.413,0.231,0.013,-0.082,5.989,0.289,5.725,6.764,6.787,6.493,6.232
5.95,5.95,-0.004,-0.433,6.378,0.294,-0.413,0.231,0.013,5.972,0.013,6.238,5.725,6.764,6.787,6.379
6.17,6.175,-0.003,-0.326,6.498,-0.004,0.294,-0.413,0.231,5.956,-0.119,5.945,6.238,5.725,6.764,6.5
6.35,6.576,-0.225,-0.226,6.578,-0.003,-0.004,0.294,-0.413,6.564,-0.138,6.172,5.945,6.238,5.725,6.577
7.17,6.857,0.312,0.541,6.628,-0.225,-0.003,-0.004,0.294,6.924,0.287,6.352,6.172,5.945,6.238,6.616
6.63,6.736,-0.106,-0.031,6.66,0.312,-0.225,-0.003,-0.004,6.787,-0.089,7.169,6.352,6.172,5.945,6.667
6.55,6.509,0.046,-0.119,6.673,-0.106,0.312,-0.225,-0.003,6.371,-0.109,6.629,7.169,6.352,6.172,6.684
6.4,6.532,-0.137,-0.275,6.67,0.046,-0.106,0.312,-0.225,6.625,-0.12,6.555,6.629,7.169,6.352,6.668
6.8,6.724,0.073,0.143,6.654,-0.137,0.046,-0.106,0.312,6.709,0.167,6.395,6.555,6.629,7.169,6.657
6.92,6.719,0.201,0.29,6.63,0.073,-0.137,0.046,-0.106,6.785,0.12,6.797,6.395,6.555,6.629,6.627
6.28,6.542,-0.264,-0.333,6.611,0.201,0.073,-0.137,0.046,6.453,-0.292,6.92,6.797,6.395,6.555,6.605
6.68,6.594,0.089,0.071,6.612,-0.264,0.201,0.073,-0.137,6.515,0.063,6.278,6.92,6.797,6.395,6.608
6.72,6.8,-0.079,0.079,6.642,0.089,-0.264,0.201,0.073,6.954,0.096,6.683,6.278,6.92,6.797,6.639
7.13,6.796,0.336,0.433,6.698,-0.079,0.089,-0.264,0.201,6.776,0.198,6.721,6.683,6.278,6.92,6.706
6.15,6.6,-0.451,-0.611,6.76,0.336,-0.079,0.089,-0.264,6.538,-0.38,7.132,6.721,6.683,6.278,6.768
6.9,6.669,0.227,0.099,6.797,-0.451,0.336,-0.079,0.089,6.551,0.214,6.149,7.132,6.721,6.683,6.805
6.93,6.868,0.058,0.172,6.754,0.227,-0.451,0.336,-0.079,7.12,0.105,6.896,6.149,7.132,6.721,6.788
6.57,6.738,-0.17,-0.004,6.572,0.058,0.227,-0.451,0.336,6.708,-0.099,6.926,6.896,6.149,7.132,6.595
6.4,6.198,0.201,0.171,6.228,-0.17,0.058,0.227,-0.451,6.323,0.097,6.568,6.926,6.896,6.149,6.238
5.45,5.578,-0.131,-0.33,5.777,0.201,-0.17,0.058,0.227,5.694,-0.139,6.399,6.568,6.926,6.896,5.745
5.11,5.215,-0.107,-0.185,5.293,-0.131,0.201,-0.17,0.058,5.231,0.042,5.447,6.399,6.568,6.926,5.305
5.23,4.923,0.309,0.379,4.853,-0.107,-0.131,0.201,-0.17,5.133,0.254,5.109,5.447,6.399,6.568,4.842
4.24,4.471,-0.227,-0.275,4.519,0.309,-0.107,-0.131,0.201,4.491,-0.214,5.233,5.109,5.447,6.399,4.519
4.14,4.133,0.004,-0.137,4.275,-0.227,0.309,-0.107,-0.131,4.012,0.006,4.244,5.233,5.109,5.447,4.318
4.16,4.08,0.081,0.066,4.095,0.004,-0.227,0.309,-0.107,4.225,0.113,4.137,4.244,5.233,5.109,4.074
4.12,4.147,-0.022,0.14,3.984,0.081,0.004,-0.227,0.309,4.103,0.02,4.161,4.137,4.244,5.233,3.963
4.13,4.148,-0.022,0.183,3.943,-0.022,0.081,0.004,-0.227,4.105,-0.015,4.124,4.161,4.137,4.244,3.935
4.2,4.185,0.02,0.235,3.97,-0.022,-0.022,0.081,0.004,4.12,0.008,4.126,4.124,4.161,4.137,3.96
4.36,4.285,0.07,0.295,4.06,0.02,-0.022,-0.022,0.081,4.367,0.022,4.205,4.126,4.124,4.161,4.062
3.95,4.242,-0.29,-0.251,4.203,0.07,0.02,-0.022,-0.022,4.292,-0.094,4.355,4.205,4.126,4.124,4.199
4.43,4.002,0.432,0.049,4.385,-0.29,0.07,0.02,-0.022,4.007,0.341,3.952,4.355,4.205,4.126,4.373
3.68,3.864,-0.186,-0.917,4.595,0.432,-0.29,0.07,0.02,3.788,-0.247,4.434,3.952,4.355,4.205,4.584
4.06,4.331,-0.267,-0.76,4.824,-0.186,0.432,-0.29,0.07,4.027,-0.142,3.678,4.434,3.952,4.355,4.814
5.49,5.152,0.336,0.453,5.035,-0.267,-0.186,0.432,-0.29,5.252,0.398,4.064,3.678,4.434,3.952,5.054
5.63,5.611,0.015,0.436,5.19,0.336,-0.267,-0.186,0.432,5.565,-0.02,5.488,4.064,3.678,4.434,5.203
5.39,5.599,-0.205,0.149,5.246,0.015,0.336,-0.267,-0.186,5.474,-0.238,5.626,5.488,4.064,3.678,5.267
5.46,5.451,0.006,0.282,5.175,-0.205,0.015,0.336,-0.267,5.597,0.058,5.394,5.626,5.488,4.064,5.181
5.45,5.257,0.194,0.448,5.003,0.006,-0.205,0.015,0.336,5.407,0.233,5.457,5.394,5.626,5.488,4.98
4.76,4.824,-0.06,-0.003,4.767,0.194,0.006,-0.205,0.015,4.934,-0.092,5.451,5.457,5.394,5.626,4.78
4.1,4.235,-0.134,-0.405,4.506,-0.06,0.194,0.006,-0.205,4.275,-0.154,4.764,5.451,5.457,5.394,4.507
3.94,3.846,0.095,-0.317,4.258,-0.134,-0.06,0.194,0.006,3.872,0.131,4.101,4.764,5.451,5.457,4.263
3.88,3.813,0.065,-0.179,4.057,0.095,-0.134,-0.06,0.194,3.802,0.095,3.941,4.101,4.764,5.451,4.051
3.84,3.951,-0.114,-0.085,3.922,0.065,0.095,-0.134,-0.06,3.934,-0.087,3.878,3.941,4.101,4.764,3.919
4.13,4.051,0.079,0.269,3.862,-0.114,0.065,0.095,-0.134,4.002,0.033,3.837,3.878,3.941,4.101,3.851
4.08,4.059,0.023,0.206,3.876,0.079,-0.114,0.065,0.095,4.08,-0.009,4.131,3.837,3.878,3.941,3.87
3.84,3.962,-0.123,-0.089,3.929,0.023,0.079,-0.114,0.065,4.025,-0.055,4.082,4.131,3.837,3.878,3.951
3.98,3.824,0.152,0.008,3.968,-0.123,0.023,0.079,-0.114,3.809,0.126,3.84,4.082,4.131,3.837,3.979
3.82,3.818,0.003,-0.129,3.949,0.152,-0.123,0.023,0.079,3.751,-0.061,3.976,3.84,4.082,4.131,3.958
3.98,4.054,-0.074,0.107,3.874,0.003,0.152,-0.123,0.023,3.994,-0.122,3.821,3.976,3.84,4.082,3.846
4.14,4.181,-0.038,0.381,3.762,-0.074,0.003,0.152,-0.123,4.368,0.014,3.981,3.821,3.976,3.84,3.762
3.93,3.779,0.15,0.298,3.631,-0.038,-0.074,0.003,0.152,3.903,0.152,4.143,3.981,3.821,3.976,3.638
3.23,3.146,0.082,-0.268,3.495,0.15,-0.038,-0.074,0.003,3.076,-0.077,3.929,4.143,3.981,3.821,3.499
2.69,3.032,-0.338,-0.673,3.367,0.082,0.15,-0.038,-0.074,2.921,-0.296,3.227,3.929,4.143,3.981,3.37
3.76,3.506,0.254,0.508,3.253,-0.338,0.082,0.15,-0.038,3.553,0.27,2.694,3.227,3.929,4.143,3.254
3.73,3.726,0.009,0.589,3.146,0.254,-0.338,0.082,0.15,3.889,0.057,3.761,2.694,3.227,3.929,3.15
3.31,3.334,-0.024,0.269,3.041,0.009,0.254,-0.338,0.082,3.233,-0.105,3.735,3.761,2.694,3.227,3.04
2.85,2.858,-0.004,-0.077,2.931,-0.024,0.009,0.254,-0.338,2.91,-0.11,3.31,3.735,3.761,2.694,2.936
2.66,2.805,-0.14,-0.146,2.811,-0.004,-0.024,0.009,0.254,2.825,-0.022,2.854,3.31,3.735,3.761,2.816
3.14,2.909,0.231,0.458,2.682,-0.14,-0.004,-0.024,0.009,3.025,0.266,2.665,2.854,3.31,3.735,2.683
2.63,2.613,0.019,0.085,2.548,0.231,-0.14,-0.004,-0.024,2.724,-0.095,3.14,2.665,2.854,3.31,2.548
1.74,2.047,-0.309,-0.673,2.411,0.019,0.231,-0.14,-0.004,1.998,-0.253,2.633,3.14,2.665,2.854,2.408
1.94,1.726,0.21,-0.34,2.276,-0.309,0.019,0.231,-0.14,1.776,0.278,1.738,2.633,3.14,2.665,2.278
1.76,1.673,0.085,-0.389,2.146,0.21,-0.309,0.019,0.231,1.805,0.116,1.936,1.738,2.633,3.14,2.146
1.54,1.669,-0.127,-0.48,2.022,0.085,0.21,-0.309,0.019,1.538,-0.158,1.757,1.936,1.738,2.633,2.024
1.62,1.707,-0.084,-0.279,1.902,-0.127,0.085,0.21,-0.309,1.658,-0.041,1.542,1.757,1.936,1.738,1.905
2.06,1.885,0.178,0.273,1.789,-0.084,-0.127,0.085,0.21,1.864,0.211,1.623,1.542,1.757,1.936,1.784
